SiO2(wt%),TiO2(wt%),Al2O3(wt%),FeOT(wt%),CaO(wt%),MgO(wt%),MnO(wt%),P2O5(wt%),Na2O+K2O,Na2O+K2O/SiO2,Predicted_Label
53.76,2.5,15.92,6.65,6.35,3.4,0.17,0.24,8.37,0.1556919643,Basaltic Trachyandesite
63.51,0.71,18.23,3.98,3.75,2.98,0.03,0.58,5.21,0.0820343253,Dacite
42.35,3.09,10.28,11.91,10.08,13.0,0.18,1.29,5.13,0.121133412,Basanite
65.52,0.64,17.06,2.75,0.5999999999999996,0.29000000000000004,0.22,0.06,13.18,0.2011599512,Trachyte
44.81,2.33,14.99,10.68,9.88,9.85,0.16,0.64,3.92,0.08748047311,Basanite
64.85,1.06,16.12,3.99,3.05,1.62,0.03,0.48,8.39,0.1293754819,Trachydacite
47.89,2.86,18.77,8.26,7.96,2.94,0.18,0.67,8.87,0.1852161203,Phonotephrite
45.7,3.43,16.22,11.77,9.19,4.96,0.213,0.8799999999999999,7.64,0.1671772429,Tephrite
76.16,0.28,11.95,1.9500000000000002,1.08,0.5,0.01999999999999999,0.07,5.98,0.07851890756,Rhyolite
72.6,0.26,13.4,3.31,0.6200000000000001,0.3099999999999996,0.11000000000000001,0.07,8.31,0.1144628099,Rhyolite
44.68,2.31,12.5,12.53,7.73,12.48,0.18,0.73,4.63,0.1036257833,Basanite
76.63,0.21999999999999997,11.42,1.7199999999999998,0.6799999999999997,0.20000000000000018,0.04000000000000001,0.02999999999999997,7.65,0.09983035365,Rhyolite
44.7,0.79,5.5,12.08,4.3,30.6,0.17,0.19000000000000003,1.0499999999999998,0.023489932889999995,Picrobasalt
46.82,3.13,16.46,10.59,8.35,4.29,0.22,1.11,7.45,0.1591200342,Tephrite
55.01,1.02,16.94,4.2,9.74,6.02,0.25,0.22,3.8000000000000003,0.06907834939,Basaltic Andesite
51.21,1.22,15.12,10.13,9.71,5.56,0.07,0.17,4.29,0.08377270064,Basalt
54.99,1.47,15.88,6.55,6.81,4.72,0.32,0.42,5.95,0.1082014912,Basaltic Trachyandesite
62.5,0.97,16.72,4.22,3.6299999999999994,1.3600000000000003,0.07,0.22,8.88,0.14208,Trachydacite
44.72,3.73,7.77,14.41,13.86,12.77,0.22,0.51,1.9699999999999998,0.04405187834999999,Picrobasalt
63.53,0.66,16.39,3.13,0.6200000000000001,0.4400000000000004,0.26,0.06,12.89,0.2028962695,Trachyte
63.72,0.57,17.2,4.18,4.88,2.21,0.09,0.18,5.76,0.09039548022999999,Dacite
49.0,1.32,15.36,9.49,9.38,9.0,0.18,0.47,4.03,0.08224489796,Basalt
47.44,1.31,13.32,12.7,8.17,6.41,0.2,1.49,9.62,0.2027824621,Foidite
65.38,1.01,13.68,5.59,1.1000000000000005,4.72,0.17,0.2,6.2,0.09483022331,Dacite
66.95,0.3799999999999999,15.4,4.21,0.8200000000000003,0.33000000000000096,0.15,0.12,11.58,0.1729648992,Trachyte
55.77,0.3599999999999999,14.91,3.0,11.3,1.54,0.07,0.09000000000000002,12.92,0.2316657701,Phonolite
55.11,1.6,15.9,5.81,7.82,4.98,0.15,0.39,5.83,0.1057884232,Basaltic Trachyandesite
77.91,0.3599999999999999,13.99,1.8499999999999996,0.7299999999999995,0.41000000000000014,0.03,0.04999999999999999,4.4,0.05647542036,Rhyolite
49.61,0.44999999999999996,13.17,5.62,6.1,2.13,0.06000000000000001,0.07,10.27,0.1966562173,Phonotephrite
73.68,0.3599999999999999,12.58,3.76,0.1999999999999993,0.41999999999999993,0.010000000000000009,0.06,6.79,0.09215526602,Rhyolite
47.61,1.92,17.96,7.69,8.24,6.0,0.15,0.81,9.21,0.1934467549,Phonotephrite
56.08,0.56,13.87,3.84,11.41,1.3899999999999997,0.06000000000000001,0.04999999999999999,12.85,0.2291369472,Phonolite
53.76,2.5,15.92,6.65,6.35,3.4,0.17,0.24,8.37,0.1556919643,Basaltic Trachyandesite
47.35,1.6,17.82,10.05,11.02,5.75,0.18,0.44,5.31,0.1121436114,Trachybasalt
42.88,1.72,16.29,8.01,8.21,6.31,0.33,1.46,13.27,0.3094682836,Foidite
42.0,3.0,10.8,12.69,10.0,11.4,0.23,1.38,6.19,0.1473809524,Tephrite
56.46,0.3599999999999999,14.9,3.18,10.31,1.37,0.04000000000000001,0.04999999999999999,13.53,0.2396386823,Phonolite
38.04,2.96,16.76,11.09,12.93,9.48,0.31,1.36,6.65,0.1748159832,Foidite
77.08,0.08000000000000007,12.1,1.2599999999999998,0.4500000000000002,0.02999999999999936,0.03,0.0,8.98,0.1165023352,Rhyolite
44.4,3.22,12.0,12.12,11.52,8.92,0.19,0.54,4.92,0.1108108108,Basanite
49.97,1.02,15.64,8.62,12.26,7.61,0.16,0.12,2.74,0.054832899739999996,Basalt
50.01,0.58,12.14,5.05,7.54,3.78,0.09,0.09000000000000002,10.51,0.1660270652,Phonotephrite
52.5,0.52,12.72,6.74,6.71,5.57,0.29,0.47,12.47,0.2375238095,Tephriphonolite
74.41,0.28,12.83,2.29,1.6399999999999997,0.6100000000000003,0.08,0.03999999999999998,6.91,0.09286386238,Rhyolite
62.2,1.89,14.32,8.86,4.88,4.27,0.42,0.03999999999999998,3.05,0.049035369770000004,Andesite
68.39,0.19999999999999996,16.25,1.9100000000000001,0.28000000000000025,0.08000000000000007,0.0,0.07,10.71,0.1566018424,Trachyte
61.49,0.551,12.89,8.53,1.04,0.20999999999999996,0.319,0.061,12.1,0.1967799642,Trachyte
53.97,0.74,13.61,6.76,7.45,5.45,0.19,0.49,12.56,0.2406574056,Tephriphonolite
42.12,2.47,12.2,10.55,11.28,11.53,0.18,1.04,3.87,0.09188034188,Basanite
73.08,0.26,14.02,0.5999999999999996,1.0599999999999996,0.23999999999999932,0.05,0.03999999999999998,10.93,0.1495621237,Rhyolite
61.97,0.62,15.97,5.67,7.43,4.16,0.1,0.12,2.88,0.04647410036999999,Andesite
56.72,0.92,18.13,6.63,6.35,2.56,0.15,0.21,5.48,0.09661495063,Basaltic Andesite
55.37,1.91,14.63,11.21,6.53,2.64,0.28,0.8999999999999999,5.28,0.09535849738,Basaltic Andesite
53.17,0.86,18.76,8.89,9.78,3.17,0.2,0.26,3.93,0.0739138612,Basaltic Andesite
45.63,0.39,13.48,4.32,6.03,2.39,0.04000000000000001,0.02999999999999997,9.75,0.198615318,Phonotephrite
50.29,0.75,16.57,9.07,10.78,7.83,0.13,0.21,4.37,0.08689600318,Basalt
43.59,1.76,9.99,11.64,12.32,17.8,0.27,0.09000000000000002,0.04999999999999982,0.0011470520759999936,Picrobasalt
62.56,0.59,17.42,5.37,4.41,0.8799999999999999,0.1,0.34,8.44,0.1349104859,Trachydacite
42.0,3.1,10.9,12.51,10.5,10.9,0.2,1.5,6.04,0.1438095238,Tephrite
77.5,0.22999999999999998,11.06,4.16,0.5200000000000005,0.6399999999999997,0.03,0.03999999999999998,5.37,0.06929032258,Rhyolite
74.74,0.09000000000000008,12.83,1.6100000000000003,0.7400000000000002,0.14000000000000057,0.07,0.009999999999999953,9.15,0.1224244046,Rhyolite
50.66,1.49,13.45,4.78,5.83,3.16,0.13,0.22,6.49,0.1463985946,Basaltic Trachyandesite
50.67,0.74,13.82,6.98,7.99,6.66,0.1,0.44,12.09,0.195095758,Tephriphonolite
56.72,0.41999999999999993,14.66,2.12,10.9,1.3999999999999995,0.07,0.06,12.94,0.2281382228,Phonolite
48.33,3.63,12.64,14.43,10.2,5.51,0.22,0.36,2.75,0.056900475889999996,Basalt
50.08,1.79,16.92,8.95,5.64,4.39,0.14,1.03,10.16,0.2028753994,Phonotephrite
51.78,0.87,12.93,6.19,6.8,4.97,0.3,0.29,12.94,0.2499034376,Tephriphonolite
48.55,0.45999999999999996,12.33,5.31,7.96,2.16,0.05,0.04999999999999999,8.83,0.2064343164,Phonotephrite
44.6,0.78,10.3,11.6,10.09,21.53,0.2,0.06,0.3700000000000001,0.008295964126000005,Picrobasalt
49.95,1.94,13.38,8.83,12.67,4.17,0.12,0.29,5.87,0.1175175175,Trachybasalt
73.34,0.22999999999999998,14.79,1.6100000000000003,0.8399999999999999,0.14000000000000057,0.06000000000000001,0.03999999999999998,9.65,0.1315789474,Rhyolite
58.48,0.5,15.28,4.94,6.35,2.87,0.03,0.04999999999999999,9.57,0.1636456908,Trachyandesite
47.05,3.43,15.05,11.77,9.35,8.2,0.17,0.44,4.42,0.09394261424,Basalt
56.46,1.04,16.3,5.37,10.43,5.44,0.14,0.17,4.1,0.0726177825,Basaltic Andesite
57.98,0.32000000000000006,14.52,3.84,10.73,0.6699999999999999,0.04000000000000001,0.07,12.15,0.209555019,Phonolite
40.16,3.72,15.78,6.44,11.12,9.6,0.35,1.43,12.08,0.3007968127,Foidite
75.76,0.03489999999999993,12.02,0.7245999999999997,0.8991999999999996,0.03139999999999965,0.0641,0.0,7.66,0.1011087645,Rhyolite
73.43,0.95,14.61,2.9299999999999997,3.69,4.27,0.07,0.57,0.3600000000000012,0.004902628353999988,Dacite
58.05,1.1,16.25,5.63,5.48,3.74,0.11000000000000001,0.437,7.14,0.122997416,Trachyandesite
65.03,0.39,15.36,5.88,5.32,3.14,0.08,0.49,4.93,0.07581116408,Dacite
55.27,1.63,12.31,5.87,6.43,8.79,0.08,0.86,8.11,0.1467342139,Trachyandesite
48.61,0.43999999999999995,13.66,8.95,8.34,9.81,0.16,0.19000000000000003,7.34,0.1509977371,Tephrite
68.64,0.31000000000000005,15.51,2.29,1.9400000000000004,0.4400000000000004,0.07,0.14,9.33,0.1359265734,Trachydacite
60.6,0.59,18.98,3.18,2.8099999999999996,0.20999999999999996,0.188,0.10000000000000003,11.17,0.1843234323,Trachyte
53.0,2.32,15.63,6.93,6.46,3.23,0.24,0.10999999999999999,9.11,0.1718867925,Basaltic Trachyandesite
64.77,0.48,16.28,4.15,5.98,3.0,0.12,0.10000000000000003,4.72,0.07287324379,Dacite
50.39,0.56,12.21,5.29,6.23,2.8400000000000003,0.04000000000000001,0.08000000000000002,10.11,0.2093729659,Phonotephrite
50.63,0.86,15.73,4.89,7.71,6.46,0.21,0.43,10.95,0.2513859683,Tephriphonolite
48.46,0.42999999999999994,12.48,4.93,7.2,3.68,0.04000000000000001,0.04999999999999999,10.41,0.1976987448,Phonotephrite
60.83,0.65,14.91,5.58,4.49,2.76,0.11000000000000001,0.37,8.0,0.1315140556,Trachyandesite
44.77,1.88,12.41,9.47,10.71,17.01,0.19,0.02999999999999997,1.7999999999999998,0.04020549475,Picrobasalt
50.01,1.63,14.34,10.15,8.02,5.32,0.17,0.56,6.23,0.124575085,Trachybasalt
49.25,2.86,15.9,10.91,10.83,6.89,0.17,0.35,3.58,0.07269035533,Basalt
46.8,2.36,14.9,14.22,8.09,6.21,0.18,0.7,3.67,0.07841880342,Basalt
56.49,1.08,19.73,5.23,2.8999999999999995,1.0300000000000002,0.24,0.47,12.51,0.2214551248,Phonolite
50.81,0.58,12.17,4.46,6.5,3.28,0.09,0.03999999999999998,9.32,0.1657614162,Phonotephrite
48.36,2.086,15.22,9.96,9.039,6.528,0.15,0.419,5.129,0.1060587262,Trachybasalt
49.26,2.874,13.2,14.2,10.3,5.87,0.244,0.334,3.037,0.061652456349999996,Basalt
61.5,0.85,16.7,4.56,5.46,2.5,0.1,0.37,6.66,0.1082926829,Andesite
43.28,1.98,11.64,10.92,12.25,15.91,0.31,0.32,2.4700000000000006,0.05707024029999999,Picrobasalt
