SiO2(wt%),TiO2(wt%),Al2O3(wt%),FeOT(wt%),CaO(wt%),MgO(wt%),MnO(wt%),P2O5(wt%),Na2O+K2O,Na2O+K2O/SiO2,Predicted_Label
43.11,3.246,12.4,14.16,12.08,11.35,0.194,0.394,3.0700000000000003,0.0712131756,Basanite
61.17,0.55,14.62,3.93,4.4,1.6000000000000005,0.15,0.13,11.07,0.1809710642,Trachyte
53.73,1.73,16.44,9.75,4.41,2.35,0.18,1.38,9.18,0.1708542714,Trachyandesite
55.54,0.84,13.4,4.02,6.16,5.81,0.21,0.34,12.26,0.2507282968,Tephriphonolite
55.38,0.57,13.41,2.67,10.11,1.5899999999999999,0.07,0.09000000000000002,13.6,0.2455760202,Phonolite
61.89,0.85,15.98,4.31,3.93,0.54,0.01999999999999999,0.34,10.02,0.1619001454,Trachydacite
47.75,0.3700000000000001,12.18,5.28,7.57,3.11,0.06000000000000001,0.03999999999999998,9.51,0.1994022203,Phonotephrite
52.81,1.24,15.53,12.07,8.34,3.94,0.23,0.32,4.17,0.07896231774,Basaltic Andesite
42.89,2.5,8.09,11.67,10.32,19.92,0.17,0.34,1.5199999999999996,0.03543949638999999,Picrobasalt
49.28,0.51,13.89,4.68,7.47,2.31,0.06000000000000001,0.07,11.02,0.2032454361,Phonotephrite
39.54,3.7,16.23,9.87,9.76,8.18,0.28,0.58,12.0,0.3034901366,Foidite
46.47,2.51,11.96,11.73,9.46,7.09,0.1,0.31,10.97,0.2360662793,Foidite
56.45,1.55,17.97,5.55,4.49,1.9900000000000002,0.16,0.5,9.37,0.1659875996,Trachyandesite
50.99,1.39,17.64,6.16,9.3,8.92,0.11000000000000001,0.07,2.6099999999999994,0.051186507160000005,Basalt
48.56,3.02,10.88,7.72,6.46,9.28,0.12,1.3400000000000003,10.15,0.2090197694,Phonotephrite
56.66,0.39,16.76,5.57,6.32,2.5899999999999994,0.1,0.03999999999999998,10.6,0.187080833,Trachyandesite
54.88,0.97,18.12,7.72,8.13,4.92,0.15,0.18,4.47,0.08145043732,Basaltic Andesite
74.2,0.30000000000000004,13.8,1.21,0.8499999999999996,0.20999999999999996,0.06000000000000001,0.009999999999999953,9.08,0.1223719677,Rhyolite
61.39,0.63,17.24,4.53,0.8600000000000003,0.45999999999999996,0.18,0.10000000000000003,12.7,0.2068740837,Trachyte
44.26,3.62,10.02,11.8,13.1,9.24,0.2,0.54,4.73,0.1068685043,Basanite
54.54,0.32000000000000006,16.45,7.77,9.1,7.26,0.13,0.02999999999999997,3.2,0.05867253391999999,Basaltic Andesite
57.49,0.49,14.53,5.73,5.92,3.6500000000000004,0.03,0.02999999999999997,10.47,0.1821186293,Trachyandesite
55.13,2.47,15.37,6.72,6.88,3.89,0.29,0.35,7.14,0.1295120624,Basaltic Trachyandesite
45.8,1.2,11.8,7.4,11.8,11.4,0.1,1.4,7.8,0.1703056769,Tephrite
48.49,0.95,18.25,8.3,9.84,4.55,0.16,0.51,7.59,0.156527119,Tephrite
42.0,3.73,14.06,11.51,12.73,7.59,0.19,0.86,5.37,0.1278571429,Tephrite
72.04,0.16999999999999993,11.87,1.8200000000000003,0.6900000000000004,0.16000000000000014,0.05,0.10000000000000003,10.66,0.1479733481,Rhyolite
78.16,0.09000000000000008,11.78,0.3700000000000001,0.07999999999999918,0.0,0.0,0.0,9.21,0.1178352098,Rhyolite
43.82,3.99,11.68,13.43,11.86,8.48,0.2,0.44,4.88,0.1113646737,Basanite
58.77,0.52,13.82,2.4000000000000004,10.72,0.5099999999999998,0.1,0.10000000000000003,13.46,0.2290284159,Phonolite
40.38,2.3,14.99,11.74,11.77,12.52,0.27,0.68,4.23,0.1047548291,Foidite
71.5,0.27,12.54,1.25,1.4699999999999998,0.22999999999999954,0.04000000000000001,0.04999999999999999,11.49,0.1606993007,Rhyolite
38.86,3.8,15.58,7.91,10.68,12.36,0.31,0.7,10.49,0.2699433865,Foidite
59.61,0.43999999999999995,16.77,5.6,5.55,2.2700000000000005,0.07,0.04999999999999999,6.88,0.1154168764,Trachyandesite
44.2,0.88,8.34,11.56,8.3,25.36,0.18,0.07,0.79,0.017873303169999993,Picrobasalt
40.75,1.34,16.81,11.71,10.92,12.12,0.34,0.83,5.77,0.141595092,Foidite
54.99,1.47,15.88,6.55,6.81,4.72,0.32,0.42,5.95,0.1082014912,Basaltic Trachyandesite
48.49,0.3799999999999999,13.63,4.31,7.85,3.14,0.05,0.07,10.6,0.2301030928,Phonotephrite
48.13,0.39,13.03,5.4,7.17,2.1700000000000004,0.08,0.07,8.56,0.2281353135,Phonotephrite
48.39,2.5,14.51,10.78,8.45,8.17,0.15,0.59,5.45,0.1126265757,Trachybasalt
61.7,0.95,19.51,2.0199999999999996,5.26,1.6100000000000003,0.010000000000000009,0.43,6.95,0.1126418152,Trachyandesite
53.81,0.71,14.71,6.09,5.56,6.05,0.14,0.3,10.71,0.2003762935,Tephriphonolite
62.8,1.04,15.76,4.48,0.8899999999999997,0.9900000000000002,0.28,0.07,10.94,0.1742038217,Trachyte
67.07,0.68,15.24,2.5999999999999996,4.4,4.59,0.09,0.24,5.2,0.07753093783,Dacite
57.5,0.87,16.4,6.7,6.78,4.9,0.12,0.23,5.55,0.09652173913,Andesite
57.54,0.3599999999999999,13.95,2.63,10.71,0.9299999999999997,0.06000000000000001,0.06,12.3,0.2137643379,Phonolite
59.42,0.42999999999999994,20.11,2.9700000000000006,1.92,0.29000000000000004,0.22,0.03999999999999998,14.07,0.2367889599,Phonolite
64.04,0.57,15.69,4.62,0.41999999999999993,1.58,0.1,0.10000000000000003,11.24,0.1755153029,Trachyte
61.77,0.6899999999999998,17.61,4.79,5.64,2.11,0.14,0.33,5.66,0.09163024122,Andesite
53.59,0.58,16.61,8.3,10.91,6.17,0.16,0.19000000000000003,2.63,0.049076320209999996,Basaltic Andesite
50.89,0.77,14.08,5.11,7.93,5.21,0.18,0.10999999999999999,11.21,0.2372590189,Tephriphonolite
48.26,1.566,14.84,10.74,11.77,8.27,0.173,0.131,2.5489999999999995,0.052818068790000006,Basalt
41.87,3.06,12.02,12.06,10.33,13.67,0.18,0.8699999999999999,4.25,0.1015046573,Basanite
69.56,0.68,18.05,2.99,1.6799999999999997,1.25,0.08,0.02999999999999997,3.1400000000000006,0.04514088557,Dacite
42.87,4.03,12.06,17.78,13.16,8.51,0.22,0.43,0.9500000000000002,0.022160018660000003,Picrobasalt
44.62,0.87,6.15,11.04,7.25,27.83,0.17,0.12,0.07000000000000028,0.0015688032270000096,Picrobasalt
51.77,0.57,12.63,4.47,6.2,4.88,0.21,0.49,10.69,0.1955858604,Tephriphonolite
43.52,1.8,12.82,9.86,8.74,14.7,0.17,0.74,5.32,0.1222426471,Tephrite
41.86,0.61,6.549999999999999,10.86,5.22,31.67,0.16,0.06,1.0600000000000005,0.025322503580000003,Picrobasalt
62.5,0.3700000000000001,16.3,4.44,6.89,2.89,0.09,0.07,7.34,0.11744,Trachyandesite
43.97,2.73,13.37,12.06,11.1,10.720000000000002,0.18,0.73,2.8900000000000006,0.06572663179,Picrobasalt
57.27,0.44999999999999996,15.15,2.66,10.27,0.5800000000000001,0.08,0.07,13.45,0.2348524533,Phonolite
61.44,0.71,14.13,3.1700000000000004,5.36,2.8,0.2,0.020000000000000018,12.56,0.2044270833,Trachyte
55.78,1.46,15.48,6.97,7.8,4.99,0.3,0.22,6.8,0.1219074937,Basaltic Trachyandesite
53.12,0.98,13.88,5.68,5.03,6.38,0.11000000000000001,0.35,11.21,0.2287606433,Tephriphonolite
62.72,0.77,16.97,4.45,1.3099999999999996,0.5999999999999996,0.16,0.17,12.64,0.2015306122,Trachyte
65.1,0.47,16.0,4.1,1.2400000000000002,0.2699999999999996,0.11000000000000001,0.08000000000000002,11.77,0.1807987711,Trachyte
71.11,1.1,16.53,3.78,4.82,1.1399999999999997,0.11000000000000001,0.12,1.8499999999999996,0.02601603150000001,Dacite
67.78,0.92,15.95,4.39,2.7299999999999995,3.37,0.1,0.02999999999999997,3.2900000000000005,0.04853939215,Dacite
56.77,0.75,18.45,5.31,3.56,1.9900000000000002,0.09,0.33,9.8,0.1726263872,Trachyandesite
73.0,0.3500000000000001,13.17,2.17,0.5700000000000003,0.16000000000000014,0.03,0.020000000000000018,9.21,0.1261643836,Rhyolite
58.6,1.03,16.6,7.03,6.53,3.36,0.12,0.21,5.51,0.09402730375,Andesite
42.45,2.68,15.52,8.31,8.32,12.05,0.28,1.04,8.52,0.2007067138,Foidite
41.57,1.58,17.2,14.89,13.04,5.47,0.13,1.02,2.9399999999999995,0.07072407987,Picrobasalt
54.82,0.49,13.01,3.74,11.53,1.98,0.08,0.04999999999999999,13.75,0.2508208683,Phonolite
52.94,0.79,12.79,6.13,6.7,6.66,0.24,0.14,13.42,0.2534945221,Tephriphonolite
43.6,4.13,15.8,11.62,11.84,6.16,0.2,0.96,4.4,0.1009174312,Basanite
53.74,2.43,15.4,6.88,7.92,4.4,0.19,0.47,7.66,0.1425381466,Basaltic Trachyandesite
56.16,1.01,14.9,6.64,6.63,3.08,0.23,0.21,6.42,0.1081513053,Basaltic Trachyandesite
66.01,0.56,16.14,4.0,1.2199999999999998,0.20999999999999996,0.11000000000000001,0.09000000000000002,12.25,0.1855779427,Trachyte
50.23,1.4,16.34,8.07,9.14,8.18,0.15,0.44,5.42,0.1079036432,Trachybasalt
64.9,0.59,14.55,5.31,4.18,0.5700000000000003,0.04000000000000001,0.2,8.13,0.1252696456,Trachydacite
60.65,1.12,16.45,5.82,5.25,2.3,0.1,0.22,6.04,0.09958779885,Andesite
42.48,2.09,12.22,11.45,11.63,17.34,0.21,0.27,2.99,0.07038606403,Picrobasalt
67.91,0.93,13.5,6.76,3.75,3.4,0.14,0.34,2.4399999999999995,0.03592990723,Dacite
49.7,0.42300000000000004,16.4,9.36,9.59,7.37,0.168,0.063,4.619,0.09293762575,Basalt
50.66,1.369,14.71,8.19,9.33,9.07,0.151,0.4,5.32,0.1050138176,Trachybasalt
78.84,0.3799999999999999,12.23,0.9800000000000004,1.0,0.3099999999999996,0.09,0.09000000000000002,5.25,0.06659056317,Rhyolite
53.75,0.56,15.62,5.07,7.67,5.34,0.17,0.47,10.1,0.1879069767,Tephriphonolite
39.68,3.88,17.16,12.75,8.6,11.12,0.31,1.33,5.72,0.1441532258,Foidite
67.28,1.14,16.3,2.0299999999999994,2.37,0.6899999999999995,0.06000000000000001,0.37,8.54,0.1269322235,Trachydacite
44.82,1.53,7.97,11.9,7.43,23.159999999999997,0.17,0.14,1.4800000000000004,0.03302097277999999,Picrobasalt
53.85,0.73,13.4,6.03,7.63,4.27,0.27,0.48,11.35,0.1944600412,Tephriphonolite
56.65,1.98,16.7,8.56,10.22,4.09,0.17,0.18,1.2199999999999998,0.021535745810000007,Basaltic Andesite
53.5,0.3500000000000001,18.13,8.15,10.2,5.93,0.13,0.020000000000000018,3.1799999999999997,0.05943925234,Basaltic Andesite
43.13,3.24,15.27,10.91,10.44,7.54,0.2,0.97,5.48,0.1270577324,Tephrite
58.86,1.68,15.81,7.47,4.99,2.36,0.13,0.282,6.98,0.1185864764,Trachyandesite
42.34,4.61,13.58,12.82,11.74,8.24,0.179,0.578,3.931,0.09284364667,Basanite
42.91,3.71,13.2,13.55,12.25,8.15,0.19,0.8699999999999999,5.18,0.1207177814,Basanite
62.21,0.61,15.78,5.45,6.28,3.79,0.09,0.09000000000000002,4.94,0.07940845523,Andesite
44.2,1.37,17.27,9.38,8.56,6.91,0.12,1.32,9.25,0.2092760181,Foidite
53.94,0.58,13.55,5.41,5.12,6.4,0.23,0.35,12.0,0.2224694105,Tephriphonolite
49.03,2.03,16.88,9.56,7.66,5.95,0.15,0.77,5.24,0.1068733429,Trachybasalt
53.94,0.58,13.55,5.41,5.12,6.4,0.23,0.35,12.0,0.2224694105,Tephriphonolite
49.56,1.08,17.48,7.62,11.26,6.15,0.14,0.2,4.43,0.0893866021,Basalt
53.52,1.01,13.69,5.94,7.11,3.46,0.16,0.23,6.53,0.1557099925,Basaltic Trachyandesite
52.85,0.65,19.34,8.86,8.74,4.54,0.15,0.10000000000000003,2.7200000000000006,0.05146641437999999,Basaltic Andesite
55.31,0.3599999999999999,13.82,2.17,11.18,1.0199999999999996,0.06000000000000001,0.07,13.21,0.2388356536,Phonolite
62.14,0.96,15.12,5.23,3.5499999999999994,1.13,0.010000000000000009,0.34,9.75,0.1569037657,Trachydacite
63.11,0.8299999999999998,14.99,7.39,4.8,1.5899999999999999,0.22,0.32,5.93,0.09396292188,Dacite
57.09,1.06,16.82,5.97,6.31,4.06,0.11000000000000001,0.305,6.37,0.1115782098,Trachyandesite
53.65,0.89,15.36,5.38,5.5,6.91,0.16,0.12,10.06,0.1875116496,Tephriphonolite
54.57,1.03,13.25,6.37,5.47,4.11,0.13,0.45,5.6,0.1461761859,Basaltic Trachyandesite
74.77,0.3500000000000001,11.34,3.82,1.08,0.09999999999999964,0.07,0.03999999999999998,7.28,0.09736525344,Rhyolite
55.57,0.57,12.61,5.93,7.31,4.45,0.29,0.29,11.79,0.2121648371,Tephriphonolite
64.7,0.5,13.46,4.0,4.03,1.5099999999999993,0.08,0.020000000000000018,11.02,0.170324575,Trachyte
66.84,0.8299999999999998,14.31,3.09,3.54,1.67,0.04000000000000001,0.33,10.06,0.1505086774,Trachydacite
41.53,3.7,12.55,11.3,6.68,8.81,0.35,1.28,13.47,0.3243438478,Foidite
46.21,2.29,17.3,11.76,9.03,5.43,0.19,0.59,5.85,0.1265959749,Tephrite
64.99,1.33,16.02,2.59,4.23,1.7800000000000002,0.07,0.45,9.35,0.1438682874,Trachydacite
40.83,1.09,11.56,12.38,13.35,13.3,0.11000000000000001,1.11,5.72,0.1400930688,Foidite
42.8,3.43,14.06,11.11,6.09,9.21,0.12,0.4,11.32,0.2644859813,Foidite
64.65,0.59,15.6,3.66,4.17,0.7400000000000002,0.09,0.31,8.08,0.1249806651,Trachydacite
56.39,0.48,13.72,3.04,10.23,1.44,0.04000000000000001,0.03999999999999998,13.48,0.2390494769,Phonolite
63.4,0.99,12.7,8.37,3.86,1.3499999999999996,0.11000000000000001,0.24,6.71,0.1058359621,Dacite
49.81,0.48,12.61,4.04,6.67,2.7899999999999996,0.06000000000000001,0.07,9.38,0.1877576257,Phonotephrite
46.29,1.955,16.1,11.92,8.46,5.09,0.179,0.54,7.957,0.1718945777,Tephrite
54.11,1.47,12.37,4.14,5.04,4.4,0.27,0.24,6.15,0.1308568228,Basaltic Trachyandesite
50.94,2.86,14.78,12.89,8.97,3.78,0.21,0.41,3.8100000000000005,0.07479387515,Basalt
59.593,0.698,18.704,2.9960000000000004,0.5410000000000004,0.34299999999999997,0.261,0.05399999999999999,14.449,0.2424613629,Phonolite
61.44,0.6,14.88,4.35,5.01,2.1,0.07,0.03999999999999998,10.64,0.1731770833,Trachyte
42.16,2.36,11.84,11.33,11.35,13.69,0.2,0.5,4.0,0.09487666034,Basanite
47.54,1.65,18.24,9.814,10.2,5.24,0.18,0.47,5.85,0.1230542701,Trachybasalt
55.04,0.85,13.45,4.12,5.42,6.75,0.28,0.23,11.79,0.2142078488,Tephriphonolite
39.24,3.37,15.34,11.15,8.96,9.16,0.14,0.24,12.26,0.3124362895,Foidite
43.15,3.41,14.57,11.98,11.72,7.82,0.19,0.64,4.65,0.1077636153,Basanite
48.9,1.04,16.7,8.1,6.4,4.3,0.14,0.18,5.54,0.1132924335,Trachybasalt
62.17,0.92,13.66,4.38,4.73,1.5099999999999993,0.12,0.10999999999999999,10.72,0.1724304327,Trachyte
57.28,0.48,14.37,2.3,11.46,1.2300000000000004,0.06000000000000001,0.02999999999999997,13.14,0.2293994413,Phonolite
58.39,0.93,17.81,5.6,6.0,3.51,0.09,0.4,6.76,0.1157732488,Trachyandesite
65.35,0.47,15.23,5.07,0.7599999999999998,0.04999999999999982,0.16,0.99,11.36,0.1738332058,Trachyte
55.04,0.5,15.54,4.35,6.23,4.29,0.25,0.32,12.59,0.1820052376,Tephriphonolite
47.7,1.76,18.4,10.4,10.4,4.72,0.18,0.5,5.89,0.1234800839,Trachybasalt
59.41,0.3500000000000001,15.59,5.78,6.49,3.92,0.07,0.02999999999999997,7.49,0.1260730517,Trachyandesite
65.46,0.54,15.27,4.98,4.73,2.3799999999999994,0.1,0.09000000000000002,5.53,0.08447907119,Dacite
48.49,0.3799999999999999,13.63,4.31,7.85,3.14,0.05,0.07,10.6,0.2301030928,Phonotephrite
42.2,4.08,13.6,12.69,10.45,6.4,10.18,0.82,4.33,0.1026066351,Basanite
56.6,0.45999999999999996,16.54,4.76,5.78,3.74,0.04000000000000001,0.09000000000000002,10.89,0.1924028269,Trachyandesite
57.5,0.81,16.92,6.1,7.72,4.52,0.12,0.18,4.7,0.08173913043,Andesite
44.69,3.81,14.52,11.96,10.54,7.18,0.22,0.83,6.25,0.139852316,Tephrite
43.65,3.11,15.09,11.29,9.22,8.81,0.17,0.68,5.4,0.1237113402,Tephrite
42.64,2.27,12.98,10.01,11.77,11.57,0.19,0.67,4.48,0.105065666,Basanite
43.24,1.13,12.91,11.37,12.64,13.41,0.27,0.33,2.7200000000000006,0.06290471785,Picrobasalt
52.606,1.082,20.06,8.59,9.275,4.028,0.174,0.237,4.435,0.0843059727,Basaltic Andesite
56.35,0.67,19.67,4.74,5.52,2.5899999999999994,0.11000000000000001,0.2,10.12,0.1795918367,Trachyandesite
50.16,1.75,15.83,12.35,8.09,5.09,0.16,0.4,4.16,0.08293460925000001,Basalt
58.45,0.30000000000000004,15.48,4.8,5.48,3.41,0.09,0.04999999999999999,10.1,0.1727972626,Trachyandesite
48.68,1.54,12.8,9.92,9.73,6.68,0.15,0.58,6.3,0.1294165982,Trachybasalt
61.35,1.2,17.93,3.97,3.23,0.6699999999999999,0.07,0.10999999999999999,8.81,0.143602282,Trachydacite
44.01,1.62,7.82,12.53,7.03,23.65,0.17,0.15,1.58,0.03590093160999999,Picrobasalt
56.8,0.74,15.15,5.7,7.68,5.85,0.19,0.26,11.46,0.2210178211,Tephriphonolite
42.48,4.53,14.4,12.81,12.15,6.47,0.187,0.689,4.262,0.1003295669,Basanite
48.385,2.595,16.327,9.36,8.335,6.08,0.2,0.592,7.624,0.1575694947,Tephrite
49.482,0.846,19.481,10.24,11.734,4.17,0.178,0.064,2.162,0.04369265591999999,Basalt
60.07,0.71,14.97,10.12,3.67,3.62,0.27,0.19000000000000003,6.37,0.1060429499,Andesite
42.8,3.34,15.25,13.77,11.0,7.15,0.22,0.45,3.58,0.08364485981,Basanite
43.97,1.21,5.450000000000001,11.5,5.79,30.449999999999996,0.17,0.12,0.04999999999999982,0.0011371389579999946,Picrobasalt
78.92,0.06299999999999994,12.04,0.8899999999999997,0.10000000000000053,0.14000000000000057,0.007000000000000006,0.020000000000000018,8.22,0.1041561075,Rhyolite
57.17,0.32000000000000006,14.57,3.01,10.5,0.96,0.07,0.03999999999999998,13.23,0.2314150778,Phonolite
52.43,0.77,13.84,7.0,7.45,5.12,0.3,0.27,9.84,0.1876788098,Tephriphonolite
48.59,3.8599999999999994,14.52,11.75,8.32,3.24,0.12,1.76,6.18,0.1271866639,Trachybasalt
67.18,0.61,15.9,3.3699999999999997,3.86,2.31,0.05,0.14,6.22,0.09258707949,Dacite
48.74,2.7879999999999994,13.62,10.15,7.82,7.411,0.136,0.9179999999999999,6.621,0.1358432499,Trachybasalt
43.38,2.65,11.65,12.27,10.69,10.83,0.17,0.64,4.69,0.1081143384,Basanite
42.01,2.98,13.09,11.0,11.98,10.06,0.21,0.64,4.87,0.1159247798,Basanite
49.59,2.6259999999999994,14.5,9.22,6.755,6.534,0.124,0.813,8.373,0.1688445251,Phonotephrite
41.8,1.59,16.95,7.06,8.78,11.689999999999998,0.32,1.17,11.33,0.2710526316,Foidite
66.04,0.94,12.85,6.35,3.0200000000000005,1.5899999999999999,0.11000000000000001,0.29,6.91,0.1046335554,Dacite
42.34,3.69,14.78,11.28,11.96,6.88,0.19,0.9199999999999999,5.86,0.138403401,Tephrite
54.3,0.24,11.37,7.73,9.07,13.61,0.16,0.02999999999999997,2.24,0.04125230202999999,Basaltic Andesite
61.2,0.55,17.24,5.3,1.6799999999999997,0.4400000000000004,0.2,0.13,12.03,0.1965686275,Trachyte
50.3,3.8,12.79,6.81,6.71,5.88,0.24,0.55,13.4,0.2664015905,Foidite
55.19,0.54,15.72,3.0299999999999994,11.81,1.0700000000000003,0.09,0.03999999999999998,13.14,0.2380866099,Phonolite
55.24,0.52,14.67,2.6099999999999994,10.08,1.73,0.04000000000000001,0.07,13.38,0.2422157857,Phonolite
42.9,0.8299999999999998,10.8,12.1,10.05,22.21,0.2,0.06,0.2499999999999991,0.0058275058280000125,Picrobasalt
52.05,2.92,13.83,11.9,8.9,5.37,0.17,0.58,4.28,0.08222862632,Basalt
44.91,2.36,8.45,12.14,8.47,21.11,0.17,0.28,2.0999999999999996,0.04676018704,Picrobasalt
52.47,0.78,12.41,6.8,7.07,6.26,0.17,0.24,13.13,0.2502382314,Tephriphonolite
47.9,0.78,16.4,9.45,9.42,7.37,0.2,0.49,5.5,0.114822547,Trachybasalt
57.25,0.68,17.61,6.98,7.33,3.01,0.15,0.22,5.99,0.104628821,Andesite
65.66,0.4,16.38,3.01,4.38,1.2999999999999998,0.092,0.2,6.99,0.1064575084,Dacite
60.17,0.63,16.72,6.36,6.27,2.33,0.13,0.17,6.29,0.1045371448,Andesite
41.54,1.53,12.16,9.31,12.56,19.66,0.19,0.27,0.40000000000000036,0.009629272989999993,Picrobasalt
63.0,0.98,17.8,2.9299999999999997,3.88,0.5700000000000003,0.08,0.16000000000000003,9.53,0.1512698413,Trachydacite
65.34,0.9,14.07,4.69,2.1100000000000003,1.9900000000000002,0.010000000000000009,0.21,8.05,0.1232017141,Trachydacite
55.11,0.86,18.83,6.73,3.6,3.78,0.23,0.53,9.41,0.1707494103,Trachyandesite
53.61,0.55,14.21,6.63,6.53,6.33,0.17,0.19000000000000003,12.69,0.2367095691,Tephriphonolite
44.57,1.63,16.1,10.53,8.86,7.03,0.17,0.63,3.67,0.08234238277,Basalt
65.09,0.54,15.94,5.08,1.4500000000000002,0.29000000000000004,0.14,0.09000000000000002,11.37,0.1746812106,Trachyte
76.42,0.08000000000000007,13.8,0.34999999999999964,0.21999999999999975,0.11000000000000032,0.0,0.0,7.16,0.09369275059,Rhyolite
44.21,2.46,9.21,11.95,10.13,17.75,0.17,0.35,2.2,0.04976249717,Picrobasalt
64.3,0.7,12.7,6.86,0.9000000000000004,0.3799999999999999,0.31,0.10999999999999999,10.81,0.168118196,Trachyte
64.18,0.6,17.77,4.66,4.79,1.8399999999999999,0.07,0.2,5.82,0.09068245559,Dacite
43.39,2.824,13.4,12.802,10.13,10.17,0.205,0.786,4.41,0.1016363217,Basanite
75.0,0.3400000000000001,12.2,2.6099999999999994,0.71,0.08000000000000007,0.04000000000000001,0.03999999999999998,8.98,0.1197333333,Rhyolite
59.9,0.7,16.1,5.4,6.0,5.5,0.1,0.2,5.6,0.09348914858,Andesite
77.65,0.10000000000000009,11.61,1.1799999999999997,1.1000000000000005,0.2699999999999996,0.010000000000000009,0.009999999999999953,6.14,0.0790727624,Rhyolite
59.07,0.4,15.67,8.93,7.59,6.33,0.38,0.39,0.6799999999999997,0.011511765699999996,Andesite
55.69,2.44,14.99,6.77,7.66,3.64,0.18,0.14,6.71,0.120488418,Basaltic Trachyandesite
76.61,0.20999999999999996,12.79,1.4100000000000001,1.29,0.28000000000000025,0.06000000000000001,0.04999999999999999,7.38,0.09633207153,Rhyolite
51.7,1.69,14.53,4.74,5.78,3.77,0.24,0.34,6.6,0.1556072953,Basaltic Trachyandesite
51.07,1.896,12.51,10.8,9.32,10.6,0.18,0.184,1.8810000000000002,0.03683179949,Basalt
57.16,0.3700000000000001,13.09,3.65,10.81,1.92,0.09,0.07,12.49,0.2185094472,Phonolite
42.46,1.78,10.54,10.41,12.38,11.38,0.12,0.3,11.2,0.2637776731,Foidite
46.27,2.74,16.75,10.82,9.15,5.2,0.16,0.6,5.98,0.1292414091,Tephrite
53.9,2.27,15.33,6.93,7.26,4.79,0.3,0.5,6.25,0.1159554731,Basaltic Trachyandesite
53.94,0.89,15.28,5.89,6.82,5.71,0.27,0.12,10.63,0.1970708194,Tephriphonolite
78.71,0.39,13.83,1.2199999999999998,1.4699999999999998,0.16999999999999993,0.08,0.10000000000000003,1.6799999999999997,0.021344174820000006,Rhyolite
58.3,0.63,16.4,5.86,7.71,5.6,0.12,0.10999999999999999,5.2,0.08919382504,Andesite
57.81,0.41999999999999993,14.83,7.57,9.69,7.55,0.14,0.63,0.030000000000001137,0.0005189413596000114,Andesite
48.3,1.58,18.69,9.472,9.74,4.83,0.17,0.4,6.1,0.1262939959,Trachybasalt
48.0,2.91,11.3,6.93,6.33,8.4,0.11000000000000001,1.67,10.86,0.22625,Phonotephrite
61.9,0.77,15.9,4.28,4.86,3.64,0.08,0.3,6.59,0.1064620355,Andesite
47.35,0.6899999999999998,13.92,7.14,8.76,10.83,0.19,0.16000000000000003,8.12,0.1714889124,Tephrite
46.0,1.53,14.5,8.45,11.8,10.0,0.16,1.29,5.41,0.1176086957,Trachybasalt
66.308,0.804,15.269,3.906,2.3500000000000005,1.0600000000000005,0.127,0.287,8.558,0.1290643663,Trachydacite
47.46,2.11,14.68,11.44,8.74,8.08,0.16,0.58,5.53,0.116519174,Trachybasalt
51.13,1.99,13.21,14.5,10.23,5.37,0.26,0.18,3.0600000000000005,0.05984744768,Basalt
61.14,0.73,15.48,4.63,5.58,4.63,0.09,0.15,5.42,0.08864900229,Andesite
64.94,1.22,12.95,6.06,2.62,1.0600000000000005,0.14,0.32,7.71,0.1187249769,Trachydacite
68.0,0.58,15.1,3.74,1.88,0.9100000000000001,0.06000000000000001,0.16000000000000003,6.59,0.09691176471,Dacite
55.49,1.0,15.96,5.96,7.57,6.88,0.1,0.16000000000000003,11.85,0.2485875706,Tephriphonolite
63.59,1.24,17.99,2.21,2.51,1.5300000000000002,0.06000000000000001,0.12,8.9,0.1399591131,Trachydacite
52.42,0.81,15.65,6.01,7.62,6.73,0.15,0.25,10.31,0.2325795183,Tephriphonolite
47.94,2.651,13.73,10.56,8.762,7.529,0.15,0.742,5.891,0.1228827701,Trachybasalt
47.42,1.178,15.41,7.67,11.18,8.66,0.148,0.373,5.218,0.1100379587,Trachybasalt
56.7,0.32000000000000006,15.56,3.86,10.28,1.3100000000000005,0.06000000000000001,0.10000000000000003,12.78,0.2253968254,Phonolite
55.48,0.53,14.66,3.3500000000000005,11.08,0.7199999999999998,0.09,0.04999999999999999,12.78,0.2303532805,Phonolite
46.0,3.26,16.4,10.8,9.4,4.43,0.18,0.9099999999999999,6.8,0.147826087,Tephrite
48.28,2.58,18.07,8.25,7.66,3.0,0.2,0.81,8.37,0.1733637117,Phonotephrite
75.82,0.15999999999999992,12.84,2.5600000000000005,0.33000000000000007,0.3899999999999997,0.03,0.020000000000000018,7.28,0.09601688209,Rhyolite
64.4,0.756,15.76,6.17,4.65,1.5499999999999998,0.188,0.3,6.35,0.09860248447,Dacite
66.58,0.91,13.11,2.01,4.54,1.1899999999999995,0.04000000000000001,0.13,10.74,0.1613097026,Trachyte
57.38,0.30000000000000004,13.74,3.79,10.62,1.38,0.09,0.020000000000000018,12.65,0.2204600906,Phonolite
68.92,0.3500000000000001,13.74,3.6,4.83,1.46,0.04000000000000001,0.14,4.64,0.06732443413,Dacite
53.3,1.6,15.46,6.38,7.62,4.67,0.17,0.4,7.86,0.147467167,Basaltic Trachyandesite
65.94,0.8299999999999998,15.63,4.82,2.59,1.1100000000000003,0.05,0.31,9.37,0.1420988778,Trachydacite
